Rainmm,WindSpeedkmPerH,TemperaturePercentage,CloudCoverPercentage
0.04164443761773637,20.042557673426863,265.9795595226623,54.442531547551795
0.0009999999999999998,7.432378494039479,1556.8981382795685,11.524984012372249
0.0010000000000002307,9.50981536115073,682.0091397105207,92.53938003603679
4.962725353770397,35.71558783571086,94.55936674150456,99.99999651808676
0.0010000000000000002,10.986583202325944,1828.3809772293089,100.00000000000003
0.0009999999999999998,9.650223444695616,1377.066756587491,99.99999999951278
0.0009999999999999998,11.074378501787939,1861.3653137826077,2.96338280013344
0.3844094375752447,25.86129244378422,1716.1869686100094,99.99999999947086
0.0010000000000002006,12.655752142667511,754.7067422140491,100.00000000000003
0.11762113253488103,23.656972468198084,1224.8754658656355,18.257565858195754
0.06366125189433698,15.887594667699759,739.1520260379925,23.222208514015055
0.0009999999999999998,5.615566300277275,1415.6806682794283,1.9106301657623816
0.0010000000000000002,21.62497436012524,528.3109584914002,99.99999434298775
0.0010000000000000534,17.80232547502869,962.4760107336293,100.00000000000003
0.0010000000000000902,13.390490682889158,86.51665361526453,56.589783023824616
0.33359921437132817,21.894013440763743,41.767351676982756,14.461254123023876
0.12908215648326832,8.618476664686154,1205.202999610759,99.99999999972628
0.0010000000000098192,14.4096109909434,158.62684279055506,23.720136726496996
0.21828231543514284,23.24640449635198,660.1855634269406,32.098814972549214
0.15035136218547998,20.2607668566196,1211.8325152695143,98.27882589363426
0.0009999999999999998,7.4660041211716335,1082.9435435086623,23.7639258941402
0.00100000000019205,18.240896538237358,1006.7239222627179,66.98761223879052
0.13207314706520948,19.611538148072345,1120.8111414597238,65.11227989144913
0.0009999999999999998,7.088828812917239,1776.2648837833297,2.977719288530234
7.529119202572826,21.351241726275674,1987.6506919218002,100.00000000000003
0.0010000000000000072,19.440891974597427,1416.855631965248,13.296049865564724
7.529119202572826,35.71558783571086,450.0486441426614,0.20571828794470667
0.10317233703062971,13.536382165015764,999.2288299642904,99.99999980489847
0.0009999999999999998,4.6601477144259205,260.6337723531033,0.025433995060224618
0.0010000000000208679,15.13449535641467,1932.7106325571463,74.76569155069299
0.0009999999999999998,12.805382695078908,1205.5896050554225,51.92672773338628
0.11699938305079087,13.737935711752252,1365.0184494662117,100.00000000000003
0.29293256325468026,22.58585948676965,915.5246414653851,99.31985901080533
0.0010000000000000002,8.007803939358054,457.88711070087845,48.31216336785966
0.0009999999999999998,1.8455018493212663,1815.5680918898788,100.00000000000003
0.2516762038429215,23.286995090983574,1245.5412466217008,100.00000000000003
0.0009999999999999998,0.2146496555890529,1653.4649648695663,83.34885915276475
0.03418007906918116,20.646748723662803,201.10715572209176,100.00000000000003
0.0009999999999999998,23.81969531213678,399.79768479794745,36.27051672178168
0.0010000000000444465,10.213510199948747,133.09821871509743,63.113803941907534
0.07119470423597068,18.05321695725308,1732.2039677959658,100.00000000000003
0.00100000000000003,7.342334910376807,129.99202587410562,99.99999999951176
0.0009999999999999998,2.4086970548306734,539.7979712387156,13.495755686887598
0.0009999999999999998,4.596866983329628,1507.059516080878,46.47106201382293
0.0010000000000000044,35.71558783571086,849.3915380924063,66.30374310078876
0.0010000000000000002,10.967725058266815,1014.9149227662054,99.99998601011148
0.0009999999999999998,4.153451858521793,811.8122799583975,98.25156338041731
0.0010000000000004777,22.507026083111214,882.8418169228039,97.17035659848761
0.0009999999999999998,13.151559130783795,813.5783581124317,0.0435022081637486
0.0009999999999999998,13.930169480848438,499.3069321894204,99.99999575531285
0.0010000000000085565,12.470528772610164,162.3981474911427,100.00000000000003
0.001000000000005785,13.886787626999046,157.78810087700893,99.28411971559808
0.0009999999999999998,5.1729401342537,389.72705368264593,99.99994479943501
0.0010000000000000059,11.293802873028781,694.590818261196,14.430333324161499
0.0010000000000000063,11.723167317840524,1112.1678913048092,92.56112111871782
0.06835785245960083,20.648944447553536,1316.601053300314,0.025619416290293205
0.0009999999999999998,11.303686637254481,3532.317828652298,0.16036197931612342
0.0009999999999999998,4.460710748406566,821.2685655798093,0.025361340436254005
0.0010000000000002594,26.844518252543143,1011.4901333610911,63.66390563767319
0.18020524468640464,5.18194013557489,1254.1252493094396,81.44049719461775
7.529119202572826,10.849070576512451,1560.8870680486093,99.99999256635799
0.0010000000000233164,19.622601819327446,1201.2894865520007,99.999978138955
